00076baa2fa57a296e63f9521a696337ec977fbf0bb279c1b977504fd2ad8fe7,0.119932
000ad99bf38f30cc068ccc7679becae5b6cfe23e9b7df21f2346f4ebeb47a5a7,0.26442
00060d66e8bfb0f70758b079d5fb52b9a5a1f582f81afa0f4f26c516fa9443a0,0.0872197
0002747e15152af218e9ad17099c43bf413aa1ea05f4873d85552bde181018a2,0.0706352
000d4537ff109df24a649a032b16b4ad07478cc8132657040d6d44a046b630d9,0.0386221
00010aaceb735503e042270bf66081a65ed34bcec5959819547d4fdb6b36d83d,0.172991
0004f4988b6ed763a7ba0425cc2d56884f550193e6f0499edd37b84fb9beca54,0.067025
000ef3be15a0f8e6c59090debfa8440e3f6a658b7ae0aa390c750c99e9c73ebf,0.222539
000c8f19ec2fb02803666548686aea5184bb240437534163af3b982daef2066e,0.0287935
0001624fff61410366a7273e813625fb17482542337a2f66f107975a08fc9c21,0.0851284
0008c99accba7942fff1f91284cef8941a26425e0e13c780b9714f799bda67c5,0.127176
00016f7d2b1578650e6a5bb5264bf34fd00cf7ffe5456f234051b120239b9dc3,0.0752307
0006c28fec82954ea9c7b856bc5da934cc6342314e6e9562b7319d2e11a531ef,0.0446819
000b7e1fb20be700023e38cd3938c93f4d96ee503e2caf35aa7565a2dd9f73d0,0.024172
0003b4b4060c1eaa979c5e6e913926876fdf2277246342de01fcc5d12892785a,0.022714
000ab7d9e7198a969d0e6ac9a2e89cc49d6afd6b122f1300f157fa73a9c790f7,0.0760394
00017d40fe14494e6c8dd25c122ec03048039e9983236a5e59a25475905fbbc4,0.0236032
0007429a15e98588263b5ee139d42ef5ed4a59734b65c15ef35e78ebf35236c1,0.0427906
000fd4b2a8020b0df82df0c660542ff4799148ad9eb830d013552773556c349c,0.0883637
0008d5ae90e7f5308c94588551cd7c9c6bb8d737acf7c72b6ed4edef6d915846,0.0231805
00058a0ef16a814ea371201ae0a87461d981a873a3980399873d77d016bddb98,0.0359219
000c471f721d8de9adc56f24b8c40098e0eb1ed0797fe207a0e56fae10b1e849,0.0472143
0003159e0bfd2f0710a6a6f9276a0c9123ac808032e5d4efcbd9d3dfd5155a97,0.0255829
000da19d72d253952f98a831c127bf89e3127389a3bb535814dffcc7e7039e23,0.0954902
000ed86bbd39d711e26fd0f476c305df41573b361a09ab26f110474153d78823,0.0464512
0007c732547d9954fc928510dcbe5ae81d5e830912f9a6f15b3e324d309579e4,0.0711262
000791c34882e4a20be4aba8c83972eca69bf0e0f72b0e6772037c6c8b6417f7,0.216525
0006f72b71adb2005124327ed6194ed09be74ba9a445c348c973f8f81e88f979,0.0329483
000f63a8726e9983841b15e54f4296c6ea0fe8669fd673be76834c86bc085c57,0.0718106
000ddb78c7dcafa4df28f78d5431104fc0f52f42734e7ed3c1ae59e59999be1b,0.0337786
000cbec86af4d9919c68596ad8cd1801ea05f422abe7b258d75a16e659ab194b,0.0448548
0001a3578cb558ca4bc0de8b97bee9d8da81c4577a806be738461c7f8a679f23,0.0354923
000ba9a8bf41f293445759121721694c283c7252e8321b880bd075ffd8a49d36,0.0794646
